trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
17,short,2025-03-03T11:30:00Z,2025-03-04T17:30:00Z,2.9472,2.4223,31.71,93.455712,16.56,17.71,22.03,23.56,-2.17,-2.33,10.03,10.03,60,Short,Regime Flat
18,long,2025-03-06T06:00:00Z,2025-03-06T11:00:00Z,2.7157,2.6796,40.51,110.013007,-1.57,-1.43,0.39,0.35,-2.51,-2.28,8.46,8.46,10,Long,Regime Flat
19,long,2025-03-06T15:30:00Z,2025-03-06T19:00:00Z,2.9025,2.8083,37.36,108.4374,-3.63,-3.34,3.53,3.25,-4.24,-3.91,4.83,4.83,7,Long,Regime Flat
20,short,2025-03-08T10:00:00Z,2025-03-08T13:00:00Z,2.5624,2.5731,40.9,104.80216,-0.54,-0.52,1.25,1.19,-1.14,-1.08,4.29,4.29,6,Short,Regime Flat
21,short,2025-03-09T15:30:00Z,2025-03-10T01:30:00Z,2.366,2.3405,44.08,104.29328,1.02,0.98,5.04,4.83,-0.65,-0.62,5.31,5.31,20,Short,Regime Flat
22,short,2025-03-11T00:30:00Z,2025-03-11T05:30:00Z,2.0467,2.1853,51.45,105.302715,-7.24,-6.87,4.25,4.04,-8,-7.59,-1.93,-1.93,10,Short,Regime Flat
23,long,2025-03-14T15:30:00Z,2025-03-15T02:30:00Z,2.3743,2.3352,41.31,98.082333,-1.71,-1.75,0.47,0.48,-2.95,-3.01,-3.65,-3.65,22,Long,Regime Flat
24,short,2025-03-16T11:30:00Z,2025-03-16T16:30:00Z,2.2581,2.2858,42.66,96.330546,-1.28,-1.33,2.22,2.30,-1.85,-1.92,-4.92,-4.92,10,Short,Regime Flat
25,short,2025-03-21T05:30:00Z,2025-03-21T19:00:00Z,2.311,2.2716,41.13,95.05143,1.53,1.60,2.79,2.94,-0.43,-0.45,-3.4,-3.40,27,Short,Regime Flat
26,long,2025-03-24T09:30:00Z,2025-03-24T21:00:00Z,2.3859,2.4173,40.49,96.605091,1.17,1.21,2.6,2.69,-0.53,-0.55,-2.22,-2.22,23,Long,Regime Flat
27,long,2025-03-25T19:30:00Z,2025-03-26T02:30:00Z,2.4539,2.4642,39.84,97.763376,0.31,0.32,1.64,1.67,-0.99,-1.01,-1.91,-1.91,14,Long,Regime Flat
28,long,2025-03-26T12:00:00Z,2025-03-26T16:00:00Z,2.6169,2.5625,37.48,98.081412,-2.14,-2.18,1.33,1.36,-2.66,-2.71,-4.05,-4.05,8,Long,Regime Flat
29,long,2025-03-27T08:30:00Z,2025-03-27T12:00:00Z,2.813,2.7245,34.11,95.95143,-3.11,-3.24,0.17,0.18,-3.49,-3.63,-7.16,-7.16,7,Long,Regime Flat
30,short,2025-03-28T08:30:00Z,2025-03-28T23:00:00Z,2.5745,2.5195,36.06,92.83647,1.89,2.04,3.71,4.00,-1.33,-1.43,-5.27,-5.27,29,Short,Regime Flat
31,short,2025-03-29T11:30:00Z,2025-03-30T01:30:00Z,2.3187,2.3046,40.85,94.718895,0.48,0.51,2.84,3.00,-1.12,-1.18,-4.79,-4.79,28,Short,Regime Flat
